Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
246	GO_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	15	-1.7461	0.94505	1	1.7461	0.055944	0.10921	3.5966	0.11289	0.46865	7	1.2142	0.58741	0.999	8	3.789	0.025974	0.13231
247	GO_LINOLEIC_ACID_METABOLIC_PROCESS	14	1.6284	0.27872	1	-1.6284	0.72228	0.78488	3.1968	0.17782	0.53504	6	4.6579	0.013986	0.61878	8	0.19515	0.80719	0.86561
248	GO_NEGATIVE_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	9	-1.7379	0.92807	1	1.7379	0.072927	0.13663	1.8193	0.41059	0.72353	3	0.22687	0.72727	0.999	6	2.0678	0.20679	0.39805
249	GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_METABOLIC_PROCESS	12	1.5108	0.26274	1	-1.5108	0.73826	0.79693	2.0247	0.4006	0.72353	8	1.9822	0.37962	0.999	4	0.70357	0.54146	0.68951
250	GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	22	-4.0694	0.998	1	4.0694	0.002997	0.013761	2.8838	0.36264	0.71846	6	-0.47566	0.93806	0.999	16	3.6729	0.061938	0.20396
251	GO_FLAVONOID_METABOLIC_PROCESS	28	0.27911	0.66933	1	-0.27911	0.33167	0.42906	4.0253	0.17083	0.53504	13	3.2789	0.20679	0.999	15	2.4471	0.27373	0.48762
252	GO_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	14	-0.27091	0.76224	1	0.27091	0.23876	0.33695	3.2421	0.16484	0.52171	8	1.5655	0.51648	0.999	6	3.1447	0.04995	0.18717
253	GO_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	28	2.9271	0.088911	1	-2.9271	0.91209	0.93503	1.8058	0.7992	0.8846	19	2.1421	0.61638	0.999	9	0.072634	0.85714	0.89274
254	GO_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	33	-3.3834	0.998	1	3.3834	0.002997	0.013761	1.3521	0.91808	0.95014	9	-0.19732	0.92907	0.999	24	1.7063	0.63536	0.7615
255	GO_KETONE_BODY_METABOLIC_PROCESS	11	-2.9896	0.98901	1	2.9896	0.011988	0.034585	4.355	0.030969	0.29694	3	1.8891	0.24675	0.999	8	3.9498	0.023976	0.12607
256	GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	10	-1.5646	0.92408	1	1.5646	0.076923	0.14168	1.3449	0.6014	0.81546	4	0.21457	0.78621	0.999	6	1.5611	0.34366	0.54384
257	GO_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	14	-2.2659	0.98202	1	2.2659	0.018981	0.047968	4.1757	0.048951	0.40918	4	2.4744	0.17083	0.999	10	3.3758	0.051948	0.19028
258	GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	46	-4.0428	1	1	4.0428	0.000999	0.0065135	3.6698	0.47153	0.75461	14	1.0626	0.81818	0.999	32	3.6971	0.17682	0.38138
259	GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	62	-3.8418	1	1	3.8418	0.000999	0.0065135	3.8268	0.6004	0.81546	17	2.6409	0.44755	0.999	45	2.8687	0.50649	0.66711
260	GO_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	27	-2.1147	0.97702	1	2.1147	0.023976	0.057052	3.8847	0.17383	0.53504	11	1.7482	0.56543	0.999	16	3.5969	0.06993	0.21712
261	GO_LIPID_STORAGE	26	-2.2764	0.98202	1	2.2764	0.018981	0.047968	1.7065	0.77023	0.87186	8	1.1699	0.63437	0.999	18	1.2711	0.65734	0.77091
262	GO_GMP_METABOLIC_PROCESS	20	1.0959	0.42757	1	-1.0959	0.57343	0.66526	3.236	0.23576	0.59258	12	2.3643	0.41858	0.999	8	2.221	0.1968	0.39393
263	GO_SULFUR_AMINO_ACID_METABOLIC_PROCESS	40	-3.8838	1	1	3.8838	0.000999	0.0065135	4.8008	0.11389	0.46865	14	1.4291	0.73526	0.999	26	4.906	0.017982	0.1105
264	GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS	26	1.2437	0.41159	1	-1.2437	0.58941	0.67658	4.3382	0.093906	0.45978	12	4.3744	0.036963	0.82504	14	1.8621	0.45255	0.63591
265	GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS	51	-6.2858	1	1	6.2858	0.000999	0.0065135	4.3989	0.28571	0.65578	11	0.026734	0.92707	0.999	40	4.953	0.034965	0.15404
266	GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	42	-1.437	0.95804	1	1.437	0.042957	0.090348	3.4704	0.47053	0.75461	16	2.4616	0.46254	0.999	26	2.4798	0.40859	0.6
267	GO_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	60	-2.1437	0.99101	1	2.1437	0.00999	0.030155	5.9357	0.074925	0.43236	28	2.5355	0.68132	0.999	32	5.756	0.006993	0.059993
268	GO_GTP_METABOLIC_PROCESS	21	-1.2281	0.91508	1	1.2281	0.085914	0.15389	3.92	0.11189	0.46865	9	2.4735	0.3007	0.999	12	3.0436	0.093906	0.24426
269	GO_ASPARTATE_METABOLIC_PROCESS	10	-2.8722	0.99201	1	2.8722	0.008991	0.028736	1.2584	0.62837	0.81546	1	-0.084523	0.68432	0.999	9	1.3546	0.4995	0.66711
270	GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS	10	-0.6715	0.77522	1	0.6715	0.22577	0.32001	2.3758	0.28172	0.65135	3	2.5584	0.12088	0.999	7	1.1647	0.48052	0.66097
271	GO_POSITIVE_REGULATION_OF_LIPID_STORAGE	19	-3.0424	0.99401	1	3.0424	0.006993	0.023747	3.2522	0.20679	0.55984	7	0.17761	0.86014	0.999	12	3.9566	0.018981	0.1105
272	GO_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS	44	0.61677	0.64436	1	-0.61677	0.35664	0.45064	3.7199	0.39461	0.72231	21	3.8361	0.17682	0.999	23	1.4795	0.67632	0.77091
273	GO_LONG_CHAIN_FATTY_ACID_TRANSPORT	39	0.56049	0.64635	1	-0.56049	0.35465	0.44986	4.3415	0.22278	0.57639	20	3.6801	0.21578	0.999	19	2.4443	0.31169	0.51224
274	GO_PHOSPHOLIPID_CATABOLIC_PROCESS	29	-0.51347	0.84016	1	0.51347	0.16084	0.24502	2.8433	0.46354	0.75461	11	3.0522	0.21079	0.999	18	1.2229	0.67532	0.77091
275	GO_SECONDARY_METABOLIC_PROCESS	47	-1.6017	0.97103	1	1.6017	0.02997	0.066015	4.1322	0.31269	0.67957	24	0.96177	0.92807	0.999	23	4.9245	0.013986	0.094988
276	GO_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	41	2.8036	0.12488	1	-2.8036	0.87612	0.90385	3.6702	0.37562	0.71991	23	4.3	0.11788	0.999	18	0.67842	0.81618	0.8667
277	GO_PYRUVATE_METABOLIC_PROCESS	59	-1.6983	0.98002	1	1.6983	0.020979	0.051039	6.8922	0.012987	0.18408	25	4.5329	0.0999	0.999	34	5.1922	0.012987	0.09008
278	GO_2_OXOGLUTARATE_METABOLIC_PROCESS	19	-6.7756	1	1	6.7756	0.000999	0.0065135	5.056	0.017982	0.21712	4	-1.7363	0.99401	0.999	15	6.5869	0.000999	0.020355
279	GO_TRYPTOPHAN_METABOLIC_PROCESS	11	-3.1667	0.995	1	3.1667	0.005994	0.022989	3.7496	0.068931	0.4282	2	1.9475	0.18681	0.999	9	3.2272	0.06993	0.21712
280	GO_LIPID_OXIDATION	70	-9.6429	1	1	9.6429	0.000999	0.0065135	9.586	0.000999	0.054279	13	2.6368	0.37463	0.999	57	9.3638	0.000999	0.020355
281	GO_REGULATION_OF_SULFUR_METABOLIC_PROCESS	19	-2.0444	0.97602	1	2.0444	0.024975	0.057744	2.3147	0.5045	0.76841	7	0.81238	0.69331	0.999	12	2.2921	0.23776	0.4404
282	GO_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	31	1.9291	0.26374	1	-1.9291	0.73726	0.79693	2.5735	0.56843	0.78855	18	2.6122	0.46054	0.999	13	0.9002	0.7033	0.79012
283	GO_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	16	-3.0175	0.99301	1	3.0175	0.007992	0.02686	1.536	0.67932	0.81839	6	-1.4473	0.98701	0.999	10	3.0639	0.088911	0.24224
284	GO_FATTY_ACID_TRANSPORT	53	-1.304	0.95504	1	1.304	0.045954	0.095421	5.4963	0.090909	0.45978	25	3.2332	0.42957	0.999	28	4.5068	0.041958	0.16887
285	GO_ARACHIDONIC_ACID_METABOLIC_PROCESS	49	-2.2351	0.99401	1	2.2351	0.006993	0.023747	8.2141	0.000999	0.054279	19	5.2597	0.015984	0.61878	30	6.3121	0.001998	0.025052
286	GO_PROSTANOID_METABOLIC_PROCESS	26	1.0358	0.46154	1	-1.0358	0.53946	0.63719	4.7114	0.053946	0.41449	14	3.5681	0.15385	0.999	12	3.0809	0.086913	0.24224
287	GO_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	97	-0.72602	0.94206	1	0.72602	0.058941	0.11237	3.5305	0.89311	0.93318	48	1.9978	0.94406	0.999	49	2.9901	0.52547	0.68096
288	GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	92	-4.6868	1	1	4.6868	0.000999	0.0065135	6.0685	0.18382	0.53504	34	1.7012	0.91209	0.999	58	6.3404	0.005994	0.059214
289	GO_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	20	-3.0196	0.996	1	3.0196	0.004995	0.020612	3.4746	0.18781	0.53708	9	-0.27084	0.93307	0.999	11	4.9301	0.010989	0.079609
290	GO_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	39	-5.6682	1	1	5.6682	0.000999	0.0065135	4.8891	0.11788	0.46865	11	0.37275	0.88511	0.999	28	5.5365	0.006993	0.059993
291	GO_ERYTHROSE_4_PHOSPHATE_PHOSPHOENOLPYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	10	-2.6155	0.98701	1	2.6155	0.013986	0.039647	3.6222	0.051948	0.41305	2	2.2053	0.14286	0.999	8	2.9471	0.082917	0.23711
292	GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	90	-0.3585	0.92408	1	0.3585	0.076923	0.14168	7.9268	0.00999	0.18408	43	5.5499	0.12088	0.999	47	5.6607	0.011988	0.084959
293	GO_SNRNA_METABOLIC_PROCESS	74	3.2487	0.13786	1	-3.2487	0.86314	0.89638	4.533	0.47253	0.75461	47	4.199	0.44555	0.999	27	1.9645	0.5994	0.73185
294	GO_UTP_METABOLIC_PROCESS	10	0.60672	0.44456	1	-0.60672	0.55644	0.65018	3.0454	0.12887	0.48851	6	2.2422	0.25275	0.999	4	2.069	0.15784	0.35004
295	GO_PENTOSE_METABOLIC_PROCESS	12	4.3836	0.008991	1	-4.3836	0.99201	0.99201	5.2043	0.005994	0.13957	9	4.9182	0.008991	0.61878	3	1.8901	0.18482	0.38791
296	GO_ALKALOID_METABOLIC_PROCESS	11	-3.1234	0.99401	1	3.1234	0.006993	0.023747	1.8868	0.46953	0.75461	4	-1.5221	0.99001	0.999	7	3.5159	0.028971	0.13889
297	GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	11	-1.2801	0.91009	1	1.2801	0.090909	0.15681	1.3872	0.61638	0.81546	5	0.043989	0.84615	0.999	6	1.8381	0.25874	0.46346
298	GO_FOLIC_ACID_METABOLIC_PROCESS	17	-1.3857	0.92108	1	1.3857	0.07992	0.14555	2.8429	0.28971	0.65578	8	1.0036	0.68831	0.999	9	2.961	0.088911	0.24224
299	GO_PHOSPHOLIPID_EFFLUX	14	-0.6468	0.84416	1	0.6468	0.15684	0.24233	0.00035301	0.93706	0.95763	6	-0.31811	0.91708	0.999	8	0.27595	0.78322	0.85394
300	GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_METABOLIC_PROCESS	34	0.29451	0.71628	1	-0.29451	0.28472	0.38513	2.7268	0.58641	0.80663	18	1.7069	0.74026	0.999	16	2.1644	0.34565	0.54436
301	GO_LEUKOTRIENE_METABOLIC_PROCESS	29	0.60511	0.5994	1	-0.60511	0.4016	0.4978	3.0025	0.41658	0.72411	15	2.5001	0.41758	0.999	14	1.7335	0.49451	0.66711
302	GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	20	-3.8364	0.999	1	3.8364	0.001998	0.010021	1.8132	0.63836	0.81546	4	0.35636	0.75524	0.999	16	1.849	0.44955	0.63443
303	GO_DERMATAN_SULFATE_METABOLIC_PROCESS	13	-1.2734	0.9011	1	1.2734	0.0999	0.16787	2.9911	0.18282	0.53504	4	2.656	0.14286	0.999	9	1.8242	0.35165	0.54585
304	GO_BILE_ACID_METABOLIC_PROCESS	35	-5.3736	1	1	5.3736	0.000999	0.0065135	6.261	0.006993	0.14248	10	1.4562	0.60839	0.999	25	6.4871	0.001998	0.025052
305	GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	66	2.4034	0.25974	1	-2.4034	0.74126	0.79753	0.40311	0.999	0.999	40	1.2527	0.97003	0.999	26	-0.91147	0.98901	0.99001
306	GO_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	52	4.3579	0.018981	1	-4.3579	0.98202	0.98504	4.9945	0.15884	0.51592	31	5.9485	0.018981	0.61878	21	0.6319	0.8981	0.91494
307	GO_PRIMARY_ALCOHOL_METABOLIC_PROCESS	46	-1.9479	0.98501	1	1.9479	0.015984	0.042364	4.5441	0.23177	0.59028	17	2.9003	0.37762	0.999	29	3.5025	0.17582	0.38138
308	GO_LYSINE_METABOLIC_PROCESS	11	-3.9758	0.999	1	3.9758	0.001998	0.010021	2.952	0.18282	0.53504	2	-0.44556	0.84515	0.999	9	3.4736	0.04995	0.18717
309	GO_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	23	-2.3374	0.99101	1	2.3374	0.00999	0.030155	0.82234	0.92507	0.95134	6	-0.56402	0.94605	0.999	17	1.2916	0.66733	0.77091
310	GO_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS	20	-1.4313	0.95105	1	1.4313	0.04995	0.10114	2.5794	0.40859	0.72353	9	0.93095	0.72627	0.999	11	2.6359	0.18182	0.387
311	GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE	36	0.4921	0.66434	1	-0.4921	0.33666	0.4321	2.4002	0.6993	0.83017	18	2.2277	0.58741	0.999	18	1.1667	0.7033	0.79012
312	GO_ESTROGEN_METABOLIC_PROCESS	23	-1.0411	0.91109	1	1.0411	0.08991	0.15681	3.519	0.2038	0.55984	9	2.3174	0.34366	0.999	14	2.6524	0.21778	0.41277
313	GO_GLYCOSIDE_METABOLIC_PROCESS	15	0.03477	0.68132	1	-0.03477	0.31968	0.41854	1.1482	0.74426	0.84949	10	-0.26161	0.94306	0.999	5	2.3587	0.12687	0.29971
314	GO_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	60	-0.52279	0.90709	1	0.52279	0.093906	0.16112	4.6566	0.3047	0.67115	33	2.0435	0.87313	0.999	27	4.6825	0.018981	0.1105
315	GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	28	-2.6932	0.99401	1	2.6932	0.006993	0.023747	3.3817	0.32567	0.68941	12	0.37121	0.9021	0.999	16	4.1521	0.022977	0.12484
316	GO_PROGESTERONE_METABOLIC_PROCESS	13	-0.49637	0.78122	1	0.49637	0.21978	0.31425	3.2131	0.14386	0.50237	7	1.5008	0.4975	0.999	6	3.1086	0.054945	0.19402
317	GO_AMP_METABOLIC_PROCESS	13	-1.3524	0.91009	1	1.3524	0.090909	0.15681	2.0466	0.43556	0.74342	7	0.19885	0.85614	0.999	6	2.7978	0.091908	0.24359
318	GO_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	28	-1.3837	0.95105	1	1.3837	0.04995	0.10114	3.1551	0.4026	0.72353	10	1.9852	0.44555	0.999	18	2.4553	0.30669	0.50918
319	GO_S_ADENOSYLHOMOCYSTEINE_METABOLIC_PROCESS	13	-0.90632	0.85315	1	0.90632	0.14785	0.23374	1.194	0.70829	0.83661	5	0.89058	0.61838	0.999	8	0.81794	0.63237	0.76071
320	GO_FATTY_ACID_ELONGATION	8	0.94509	0.39461	1	-0.94509	0.60639	0.68516	0.83041	0.7003	0.83017	4	1.7015	0.36164	0.999	4	-0.52707	0.88012	0.91085
321	GO_QUINONE_METABOLIC_PROCESS	28	-2.664	0.99401	1	2.664	0.006993	0.023747	2.7441	0.54146	0.78645	12	-0.14153	0.96004	0.999	16	3.7526	0.054945	0.19402
322	GO_PIGMENT_METABOLIC_PROCESS	62	-1.5615	0.97602	1	1.5615	0.024975	0.057744	3.6076	0.66034	0.81839	29	1.1542	0.93806	0.999	33	3.8628	0.13986	0.32336
323	GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	56	-2.0207	0.99001	1	2.0207	0.010989	0.032567	2.9324	0.8032	0.8846	21	1.4522	0.82717	0.999	35	2.5843	0.51548	0.67489
324	GO_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	33	-2.4363	0.995	1	2.4363	0.005994	0.022989	2.1522	0.74126	0.84949	13	-0.11834	0.95005	0.999	20	2.86	0.20779	0.39805
325	GO_FRUCTOSE_METABOLIC_PROCESS	14	-0.13746	0.73327	1	0.13746	0.26773	0.36827	3.8073	0.076923	0.43236	7	2.4207	0.24376	0.999	7	2.9636	0.066933	0.21392
326	GO_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	15	-3.0465	0.995	1	3.0465	0.005994	0.022989	2.4904	0.35065	0.70563	5	-0.6793	0.94406	0.999	10	3.5304	0.033966	0.15168
