Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
2380	GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	151	-0.16405	0.94505	1	0.16405	0.055944	0.2178	9.6708	0.005994	0.15085	69	7.4268	0.023976	0.59573	82	6.3106	0.024975	0.20988
2381	GO_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	36	0.095321	0.75624	1	-0.095321	0.24476	0.49703	3.9347	0.26573	0.67682	21	1.9673	0.70729	1	15	3.7679	0.053946	0.29965
2382	GO_METANEPHRIC_NEPHRON_DEVELOPMENT	31	-0.0016834	0.74126	1	0.0016834	0.25974	0.51679	2.945	0.47952	0.80967	14	2.5511	0.42258	0.99886	17	1.6617	0.54845	0.79667
2383	GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS	20	-1.6886	0.95804	1	1.6886	0.042957	0.18383	2.2876	0.52248	0.82797	5	2.5791	0.16484	0.8951	15	1.1525	0.65235	0.85556
2384	GO_TRACHEA_DEVELOPMENT	20	0.523	0.57642	1	-0.523	0.42458	0.68646	3.3056	0.25275	0.67082	10	2.7831	0.23277	0.93418	10	1.8917	0.33866	0.6603
2385	GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	18	1.1955	0.36963	1	-1.1955	0.63137	0.85312	1.7366	0.66134	0.88429	12	1.0303	0.77822	1	6	1.5508	0.33467	0.65919
2386	GO_POSITIVE_REGULATION_OF_SEQUENCE_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	222	0.67039	0.91708	1	-0.67039	0.083916	0.27063	8.8658	0.17283	0.59895	109	7.4972	0.13886	0.84396	113	5.0634	0.32567	0.65274
2387	GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	13	-1.5831	0.94106	1	1.5831	0.05994	0.22627	3.4213	0.11089	0.51408	4	2.8421	0.10889	0.78625	9	2.2172	0.26074	0.59997
2388	GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	30	-0.79088	0.86713	1	0.79088	0.13387	0.36073	4.0029	0.17682	0.6034	15	1.96	0.59241	1	15	3.701	0.058941	0.31221
2389	GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION	446	2.1861	0.86913	1	-2.1861	0.13187	0.3574	8.3468	0.97702	0.99204	236	6.8378	0.95904	1	210	4.9153	0.8991	0.97465
2390	GO_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	20	2.3115	0.16084	1	-2.3115	0.84016	0.98372	2.6187	0.41558	0.77523	13	2.3983	0.42557	0.99966	7	1.158	0.5015	0.76722
2391	GO_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE	14	0.72101	0.47752	1	-0.72101	0.52348	0.77387	1.4697	0.62937	0.87217	9	0.69969	0.7992	1	5	1.5206	0.32967	0.65516
2392	GO_RETINOIC_ACID_METABOLIC_PROCESS	21	-1.7332	0.95604	1	1.7332	0.044955	0.19045	2.0849	0.6014	0.86252	7	1.0639	0.64136	1	14	1.8012	0.44056	0.73548
2393	GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	285	1.8286	0.78921	1	-1.8286	0.21179	0.46181	9.2887	0.34565	0.7278	150	7.4354	0.40959	0.99886	135	5.6586	0.33666	0.65975
2394	GO_REGULATION_OF_PROTEIN_ACETYLATION	61	-0.21081	0.85015	1	0.21081	0.15085	0.38701	4.5767	0.35265	0.73231	31	3.0196	0.58242	1	30	3.4567	0.19081	0.52544
2395	GO_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS	59	-1.2627	0.96503	1	1.2627	0.035964	0.16673	4.2178	0.43257	0.7873	23	3.1488	0.41858	0.99886	36	2.8827	0.39261	0.70231
2396	GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	147	-0.62007	0.97702	1	0.62007	0.023976	0.12881	7.4654	0.16983	0.59787	70	4.9227	0.51049	1	77	5.6214	0.078921	0.34968
2397	GO_SODIUM_ION_HOMEOSTASIS	29	-0.36479	0.81918	1	0.36479	0.18182	0.42448	1.4989	0.84515	0.95543	15	0.41698	0.91908	1	14	1.7257	0.45654	0.74395
2398	GO_CELLULAR_RESPONSE_TO_HEAT	34	-0.23805	0.81219	1	0.23805	0.18881	0.43221	2.3126	0.74426	0.91491	18	1.115	0.83716	1	16	2.1885	0.34166	0.66339
2399	GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY	139	3.7187	0.14486	1	-3.7187	0.85614	0.99172	4.1887	0.93706	0.98043	89	3.7844	0.92008	1	50	1.9349	0.81818	0.94056
2400	GO_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	15	1.8603	0.22677	1	-1.8603	0.77423	0.94882	2.4015	0.38362	0.75089	12	1.3714	0.69231	1	3	2.6271	0.067932	0.32968
2401	GO_PURINE_NUCLEOTIDE_TRANSPORT	11	-0.81103	0.83117	1	0.81103	0.16983	0.40705	1.2023	0.67333	0.88707	6	-0.38247	0.93506	1	5	2.2022	0.15584	0.4826
2402	GO_REGULATION_OF_PROTEIN_STABILITY	210	1.5821	0.77423	1	-1.5821	0.22677	0.47465	6.9316	0.67932	0.88826	116	5.0281	0.86813	1	94	4.7749	0.34366	0.66513
2403	GO_REGULATION_OF_DNA_METABOLIC_PROCESS	321	7.9768	0.002997	0.12799	-7.9768	0.998	1	8.9725	0.5974	0.86252	200	9.4999	0.17083	0.89716	121	2.4007	0.97203	0.99564
2404	GO_NADH_METABOLIC_PROCESS	32	-0.38914	0.84316	1	0.38914	0.15784	0.39606	3.8309	0.24476	0.66165	17	1.9637	0.63836	1	15	3.5049	0.073926	0.34151
2405	GO_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	118	-0.25687	0.93506	1	0.25687	0.065934	0.23786	6.709	0.21179	0.63148	61	3.9349	0.67532	1	57	5.5823	0.037962	0.25674
2406	GO_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	50	-2.4909	0.996	1	2.4909	0.004995	0.047035	2.9916	0.67632	0.88777	21	0.17798	0.98402	1	29	3.7767	0.12587	0.44339
2407	GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	25	2.2126	0.17682	1	-2.2126	0.82418	0.97336	3.5066	0.23377	0.65195	16	3.2475	0.25974	0.93616	9	1.5143	0.44256	0.73584
2408	GO_TELOMERE_MAINTENANCE_VIA_TELOMERASE	16	1.7165	0.24975	1	-1.7165	0.75125	0.93064	1.6404	0.62138	0.8703	10	1.8504	0.48252	1	6	0.28992	0.73926	0.90262
2409	GO_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	15	1.5229	0.30769	1	-1.5229	0.69331	0.8928	0.80151	0.81818	0.94438	10	1.0283	0.74126	1	5	-0.065968	0.7972	0.92934
2410	GO_GROWTH	386	1.2228	0.94306	1	-1.2228	0.057942	0.2215	11.555	0.14386	0.55546	196	8.7021	0.37163	0.97699	190	7.631	0.094905	0.38279
2411	GO_LIPID_PARTICLE_ORGANIZATION	14	-0.81561	0.83117	1	0.81561	0.16983	0.40705	1.445	0.63536	0.87445	6	1.0341	0.60739	1	8	1.0159	0.56543	0.80692
2412	GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	11	0.6407	0.48751	1	-0.6407	0.51349	0.76715	1.8331	0.46054	0.79877	6	1.4713	0.45954	1	5	1.1072	0.45754	0.74472
2413	GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	27	2.6702	0.13986	1	-2.6702	0.86114	0.99505	3.058	0.36364	0.73987	19	2.5132	0.51648	1	8	1.7447	0.3007	0.62986
2414	GO_OOCYTE_DIFFERENTIATION	33	4.9238	0.003996	0.14951	-4.9238	0.997	1	2.9322	0.52248	0.82797	27	2.922	0.54645	1	6	0.67824	0.61339	0.83504
2415	GO_JAK_STAT_CASCADE_INVOLVED_IN_GROWTH_HORMONE_SIGNALING_PATHWAY	14	-1.2161	0.9011	1	1.2161	0.0999	0.30321	2.5622	0.31868	0.7084	8	0.26204	0.86014	1	6	3.6112	0.022977	0.20192
2416	GO_INTERSTRAND_CROSS_LINK_REPAIR	38	4.6973	0.010989	0.2733	-4.6973	0.99001	1	3.2581	0.47353	0.80566	29	3.3267	0.48252	1	9	0.72317	0.68332	0.87236
2417	GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	17	2.1346	0.16284	1	-2.1346	0.83816	0.98219	3.8164	0.093906	0.49355	10	3.5799	0.090909	0.76421	7	1.6687	0.35165	0.67289
2418	GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	32	5.0998	0.004995	0.16629	-5.0998	0.996	1	3.0689	0.46853	0.80347	22	4.6743	0.075924	0.73895	10	-1.4434	0.99101	1
2419	GO_GANGLIOSIDE_BIOSYNTHETIC_PROCESS	17	-1.4487	0.93606	1	1.4487	0.064935	0.23729	2.056	0.54246	0.834	5	1.577	0.41758	0.99886	12	1.4292	0.50749	0.77012
2420	GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	12	1.8738	0.21379	1	-1.8738	0.78721	0.9545	2.5146	0.26873	0.68036	7	2.9658	0.13986	0.84516	5	0.38644	0.68332	0.87236
2421	GO_ANDROGEN_METABOLIC_PROCESS	30	-6.2799	1	1	6.2799	0.000999	0.014666	7.2726	0.000999	0.063997	7	1.9911	0.34266	0.97227	23	7.2074	0.000999	0.033514
2422	GO_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	16	2.5057	0.11489	0.92875	-2.5057	0.88611	1	0.67885	0.87013	0.96005	10	1.5375	0.58641	1	6	-0.87633	0.95205	0.99048
2423	GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	24	-2.566	0.99301	1	2.566	0.007992	0.063159	3.5627	0.1978	0.62692	7	1.8503	0.38262	0.98069	17	3.0458	0.14685	0.46814
2424	GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	49	1.6759	0.3986	1	-1.6759	0.6024	0.83016	4.7935	0.2038	0.62875	28	4.3139	0.17283	0.89761	21	2.3409	0.38062	0.69318
2425	GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	19	-0.23009	0.75325	1	0.23009	0.24775	0.50048	3.7942	0.12587	0.52955	9	2.6941	0.23077	0.93418	10	2.6741	0.14585	0.46813
2426	GO_REGULATION_OF_CHEMOKINE_BIOSYNTHETIC_PROCESS	12	-1.4706	0.92108	1	1.4706	0.07992	0.26255	2.9468	0.16184	0.58633	3	2.7855	0.081918	0.75483	9	1.7945	0.36464	0.68321
2427	GO_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	28	-2.8618	0.99101	1	2.8618	0.00999	0.072449	2.6297	0.51848	0.82691	11	-0.65784	0.98102	1	17	3.9041	0.035964	0.25003
2428	GO_MUSCLE_ATROPHY	10	-0.81233	0.83516	1	0.81233	0.16583	0.40446	0.75094	0.75425	0.92007	3	0.88661	0.52148	1	7	0.31712	0.75225	0.90849
2429	GO_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	49	0.26517	0.76224	1	-0.26517	0.23876	0.49052	3.9157	0.43756	0.78791	24	3.7597	0.25175	0.93616	25	1.7982	0.62737	0.84296
2430	GO_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	157	3.7124	0.14086	1	-3.7124	0.86014	0.99471	5.0283	0.89211	0.96806	91	5.238	0.61339	1	66	1.6047	0.93706	0.98556
2431	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	96	-1.0517	0.97502	1	1.0517	0.025974	0.13591	4.5231	0.66334	0.88448	44	2.8752	0.79021	1	52	3.5008	0.37862	0.69103
2432	GO_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	23	1.5149	0.2987	1	-1.5149	0.7023	0.89816	3.6804	0.16683	0.59375	11	4.2704	0.036963	0.63086	12	1.0066	0.62937	0.84296
2433	GO_DIGESTIVE_SYSTEM_PROCESS	57	1.559	0.42557	1	-1.559	0.57542	0.80881	6.2943	0.031968	0.35198	34	4.356	0.23976	0.93479	23	4.6126	0.022977	0.20192
2434	GO_CALCIUM_ION_TRANSPORT	204	0.73228	0.87912	1	-0.73228	0.12188	0.34148	7.7438	0.43057	0.7873	104	5.9199	0.51948	1	100	5.0232	0.28072	0.61899
2435	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	65	3.8641	0.048951	0.62152	-3.8641	0.95205	1	1.0536	0.98901	0.99513	46	1.7696	0.96703	1	19	-0.80474	0.99101	1
2436	GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	19	1.5311	0.31369	1	-1.5311	0.68731	0.89051	2.6829	0.37163	0.74326	11	2.9128	0.21778	0.9292	8	0.71903	0.65834	0.85889
2437	GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	135	-0.36605	0.95005	1	0.36605	0.050949	0.20555	6.8909	0.25275	0.67082	65	4.4824	0.56943	1	70	5.2503	0.093906	0.38021
2438	GO_LEUKOCYTE_APOPTOTIC_PROCESS	22	-1.152	0.8961	1	1.152	0.1049	0.31166	5.4298	0.010989	0.20468	10	3.3182	0.12388	0.80749	12	4.3228	0.011988	0.14688
2439	GO_NEGATIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	26	0.17351	0.68531	1	-0.17351	0.31568	0.58107	1.3732	0.85614	0.95736	12	1.3622	0.69431	1	14	0.61019	0.76923	0.91428
2440	GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	118	-1.9402	0.997	1	1.9402	0.003996	0.040226	3.6465	0.94705	0.98454	54	1.5396	0.98901	1	64	3.5372	0.48052	0.75818
2441	GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	26	-0.95136	0.9011	1	0.95136	0.0999	0.30321	3.9274	0.13986	0.55007	10	2.8949	0.20779	0.92724	16	2.7179	0.23177	0.56793
2442	GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	63	3.0867	0.13387	1	-3.0867	0.86713	0.99789	6.127	0.063936	0.43812	34	6.4454	0.014985	0.53585	29	2.0517	0.58442	0.81853
2443	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	67	1.6706	0.43157	1	-1.6706	0.56943	0.80466	2.8184	0.86613	0.95849	40	2.1854	0.89411	1	27	1.7798	0.65335	0.85579
2444	GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	91	2.5738	0.25574	1	-2.5738	0.74525	0.92811	6.0559	0.19381	0.62077	59	4.0481	0.64735	1	32	4.7156	0.035964	0.25003
2445	GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	11	0.37451	0.56444	1	-0.37451	0.43656	0.69863	3.1387	0.14186	0.55177	8	1.3837	0.5994	1	3	3.7505	0.006993	0.1071
2446	GO_MICROTUBULE_BUNDLE_FORMATION	58	6.1492	0.001998	0.093862	-6.1492	0.999	1	3.1539	0.73826	0.91188	43	4.5386	0.31069	0.95583	15	-1.4827	0.99401	1
2447	GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	85	1.5572	0.51449	1	-1.5572	0.48651	0.74367	3.8112	0.77522	0.93009	47	3.5976	0.61139	1	38	1.6992	0.79321	0.92826
2448	GO_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	14	3.7386	0.017982	0.35862	-3.7386	0.98302	1	3.861	0.067932	0.44808	10	4.2054	0.044955	0.63086	4	0.574	0.58342	0.81849
2449	GO_RESPONSE_TO_CARBOHYDRATE	160	-2.2738	1	1	2.2738	0.000999	0.014666	7.5832	0.24076	0.66014	71	4.5642	0.63636	1	89	6.091	0.05994	0.31357
2450	GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	97	1.1194	0.63936	1	-1.1194	0.36164	0.62767	8.1156	0.00999	0.19923	55	5.3581	0.24276	0.93479	42	6.2019	0.003996	0.0782
2451	GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS	18	-0.093387	0.71728	1	0.093387	0.28372	0.54328	2.0139	0.57542	0.85245	9	1.3362	0.60939	1	9	1.5119	0.44256	0.73584
2452	GO_REGULATION_OF_PROTEIN_MATURATION	76	-8.9219	1	1	8.9219	0.000999	0.014666	8.2621	0.001998	0.085329	21	1.1043	0.89411	1	55	9.0298	0.000999	0.033514
2453	GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	158	-2.628	1	1	2.628	0.000999	0.014666	8.1533	0.11389	0.51443	66	5.2891	0.35265	0.97422	92	6.205	0.05994	0.31357
2454	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	46	0.33457	0.73127	1	-0.33457	0.26973	0.52578	1.502	0.93506	0.98011	21	1.6951	0.78222	1	25	0.48381	0.92208	0.98004
2455	GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	11	2.5747	0.082917	0.82682	-2.5747	0.91808	1	1.669	0.52348	0.82801	10	1.2241	0.69431	1	1	1.6645	0.15185	0.47687
2456	GO_EAR_MORPHOGENESIS	111	4.6754	0.028971	0.46049	-4.6754	0.97203	1	6.1608	0.28771	0.6896	66	6.8936	0.04995	0.64523	45	1.3274	0.9011	0.97465
2457	GO_NEURON_CELL_CELL_ADHESION	16	-1.7404	0.95904	1	1.7404	0.041958	0.18195	4.6755	0.017982	0.27348	8	1.7896	0.46553	1	8	4.8226	0.004995	0.09023
2458	GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	61	4.5674	0.012987	0.29052	-4.5674	0.98801	1	4.5125	0.37363	0.74537	41	4.9639	0.19481	0.9256	20	0.77364	0.83417	0.94785
2459	GO_CELLULAR_RESPONSE_TO_NITROGEN_LEVELS	9	0.33807	0.54645	1	-0.33807	0.45455	0.7147	2.489	0.23177	0.65154	5	1.6967	0.37263	0.97699	4	1.8364	0.23377	0.57117
2460	GO_SYNAPTIC_SIGNALING	392	5.5873	0.087912	0.84476	-5.5873	0.91309	1	11.573	0.17982	0.60774	235	9.6341	0.31369	0.95738	157	6.5008	0.1988	0.53524
2461	GO_MITOTIC_CELL_CYCLE_CHECKPOINT	129	8.1085	0.000999	0.054151	-8.1085	1	1	9.032	0.004995	0.13714	87	9.5458	0.002997	0.33314	42	2.0902	0.73926	0.90262
2462	GO_RESPONSE_TO_NICOTINE	50	0.58032	0.68831	1	-0.58032	0.31269	0.57782	4.6856	0.22278	0.64558	30	2.5162	0.71928	1	20	4.3269	0.026973	0.22096
2463	GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	20	-0.47306	0.81718	1	0.47306	0.18382	0.42725	2.7714	0.37063	0.74196	11	1.2852	0.68032	1	9	2.7105	0.14585	0.46813
2464	GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	17	-0.048685	0.69331	1	0.048685	0.30769	0.57083	0.59941	0.89211	0.96806	9	0.26724	0.88911	1	8	0.59033	0.6953	0.87864
2465	GO_REGULATION_OF_MITOPHAGY	41	2.7076	0.15485	1	-2.7076	0.84615	0.98663	5.5914	0.046953	0.40226	28	4.1479	0.20579	0.92724	13	3.8423	0.036963	0.25323
2466	GO_FATTY_ACID_METABOLIC_PROCESS	280	-7.9166	1	1	7.9166	0.000999	0.014666	13.814	0.000999	0.063997	104	6.4341	0.35664	0.97506	176	12.478	0.000999	0.033514
2467	GO_ACTIVATION_OF_IMMUNE_RESPONSE	385	1.8475	0.87512	1	-1.8475	0.12587	0.3483	10.458	0.42557	0.78402	217	7.4872	0.83217	1	168	7.322	0.084915	0.3644
2468	GO_VASCULATURE_DEVELOPMENT	454	-5.0187	1	1	5.0187	0.000999	0.014666	11.282	0.46953	0.80347	182	6.3153	0.92208	1	272	9.4094	0.034965	0.2484
2469	GO_CELL_CYCLE_G2_M_PHASE_TRANSITION	134	5.2598	0.011988	0.28003	-5.2598	0.98901	1	6.4425	0.33167	0.71949	85	6.4412	0.1968	0.92572	49	2.1704	0.75325	0.90849
2470	GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION	40	0.01437	0.78322	1	-0.01437	0.21778	0.46812	3.9611	0.31269	0.70135	22	2.04	0.7003	1	18	3.6497	0.074925	0.34313
2471	GO_VITAMIN_TRANSPORT	30	-0.99106	0.8981	1	0.99106	0.1029	0.30811	5.6881	0.010989	0.20468	12	4.1615	0.047952	0.64301	18	3.9455	0.045954	0.2803
2472	GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	22	1.015	0.41558	1	-1.015	0.58541	0.81634	3.4958	0.22278	0.64558	13	2.6452	0.35564	0.97422	9	2.2865	0.23976	0.57813
2473	GO_BLASTODERM_SEGMENTATION	14	-0.67427	0.81319	1	0.67427	0.18781	0.43109	2.772	0.26274	0.67539	6	1.9812	0.30769	0.95355	8	1.9512	0.24875	0.58972
2474	GO_NATURAL_KILLER_CELL_ACTIVATION	37	1.2248	0.43956	1	-1.2248	0.56144	0.80032	3.454	0.40659	0.7702	23	2.4903	0.6034	1	14	2.4232	0.23876	0.57671
2475	GO_NEGATIVE_REGULATION_OF_BINDING	129	-0.14927	0.92507	1	0.14927	0.075924	0.25517	5.9567	0.47552	0.80711	63	3.8995	0.72128	1	66	4.5179	0.20679	0.54632
2476	GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	11	0.33518	0.57642	1	-0.33518	0.42458	0.68646	0.21402	0.90909	0.97455	4	1.5746	0.38262	0.98069	7	-0.92199	0.95005	0.9901
2477	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	47	-1.1196	0.94106	1	1.1196	0.05994	0.22627	6.1245	0.025974	0.32017	18	4.7711	0.037962	0.63086	29	4.0381	0.085914	0.3672
2478	GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	49	0.052446	0.79421	1	-0.052446	0.20679	0.45514	4.2366	0.34466	0.7278	25	2.7054	0.57043	1	24	3.2924	0.19281	0.52956
2479	GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	62	2.4918	0.23876	1	-2.4918	0.76224	0.93985	4.3643	0.43257	0.7873	35	4.3371	0.25574	0.93616	27	1.6755	0.69131	0.87827
2480	GO_RETINA_LAYER_FORMATION	22	1.5992	0.2957	1	-1.5992	0.70529	0.9009	4.2092	0.086913	0.48351	10	4.9416	0.012987	0.52245	12	1.1883	0.57842	0.81472
2481	GO_EPIDERMIS_DEVELOPMENT	223	3.1605	0.35065	1	-3.1605	0.65035	0.86795	7.5212	0.56943	0.85042	116	7.7944	0.12188	0.80314	107	2.7424	0.91608	0.97694
2482	GO_CELLULAR_RESPONSE_TO_ZINC_ION	14	-2.3205	0.97003	1	2.3205	0.030969	0.15225	1.2901	0.67233	0.88707	6	-0.98583	0.97902	1	8	2.5604	0.12687	0.44432
2483	GO_REGULATION_OF_GASTRULATION	32	1.0316	0.4975	1	-1.0316	0.5035	0.75811	2.6333	0.5994	0.86252	16	2.9149	0.34266	0.97227	16	0.80916	0.77223	0.91563
2484	GO_CELLULAR_RESPONSE_TO_IONIZING_RADIATION	50	0.11427	0.77622	1	-0.11427	0.22478	0.47399	4.0998	0.36164	0.73829	28	2.2245	0.76923	1	22	3.6712	0.098901	0.38817
2485	GO_ACTIN_MEDIATED_CELL_CONTRACTION	72	2.9678	0.15185	1	-2.9678	0.84915	0.98849	4.6507	0.4036	0.76761	43	4.0458	0.43856	1	29	2.4014	0.47952	0.75802
2486	GO_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	238	5.0779	0.051948	0.65368	-5.0779	0.94905	1	7.9285	0.54645	0.83529	140	7.8949	0.23377	0.93418	98	2.9194	0.88312	0.97035
2487	GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	15	1.0262	0.42258	1	-1.0262	0.57842	0.8106	3.4627	0.13287	0.54382	8	3.0046	0.16284	0.89328	7	1.8569	0.29271	0.62806
2488	GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	27	-0.3407	0.81019	1	0.3407	0.19081	0.4349	2.5534	0.53447	0.82926	11	2.3429	0.37263	0.97699	16	1.3744	0.61638	0.8375
2489	GO_CELLULAR_RESPONSE_TO_NUTRIENT	38	-0.29009	0.83516	1	0.29009	0.16583	0.40446	5.1008	0.081918	0.47838	17	3.8085	0.14885	0.86485	21	3.4348	0.1019	0.39264
2490	GO_POSITIVE_REGULATION_OF_GLUCOSE_TRANSPORT	39	-3.4814	0.998	1	3.4814	0.002997	0.032079	2.9791	0.58741	0.85873	11	0.79997	0.79321	1	28	3.0146	0.25774	0.59927
2491	GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	8	1.2677	0.27173	1	-1.2677	0.72927	0.91739	1.5255	0.48452	0.8113	5	1.8791	0.32368	0.96843	3	0.06523	0.73227	0.89901
2492	GO_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	35	-0.22044	0.82318	1	0.22044	0.17782	0.41932	2.5593	0.65235	0.8795	19	1.6762	0.74426	1	16	1.9586	0.41558	0.7176
2493	GO_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	71	0.94596	0.64935	1	-0.94596	0.35165	0.61692	5.9765	0.10689	0.50895	35	5.1851	0.098901	0.77427	36	3.2805	0.27572	0.61341
2494	GO_RESPONSE_TO_AMINO_ACID	102	-2.3954	1	1	2.3954	0.000999	0.014666	5.7077	0.37363	0.74537	42	3.0794	0.73726	1	60	4.8655	0.12587	0.44339
2495	GO_DETECTION_OF_BIOTIC_STIMULUS	25	-0.6149	0.85814	1	0.6149	0.14286	0.3733	2.1622	0.64735	0.87837	12	1.0857	0.76623	1	13	1.9553	0.36164	0.68121
2496	GO_RESPONSE_TO_VITAMIN_A	19	-0.35632	0.77123	1	0.35632	0.22977	0.47879	3.2486	0.21079	0.63148	9	2.4079	0.29371	0.94921	10	2.1935	0.25475	0.5966
2497	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	75	1.1317	0.61538	1	-1.1317	0.38561	0.65163	4.9004	0.37762	0.74747	45	3.0127	0.78322	1	30	4.0585	0.081918	0.35735
2498	GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	10	-0.33849	0.73227	1	0.33849	0.26873	0.52529	3.1329	0.13387	0.54632	5	1.8905	0.32268	0.96803	5	2.5401	0.092907	0.37871
2499	GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	11	1.9674	0.16983	1	-1.9674	0.83117	0.97779	0.61487	0.82917	0.94903	8	1.167	0.65435	1	3	-0.72827	0.9031	0.97465
