Gene1	Gene2	R	P	FDR
ALDOB	FBP1	0.821752701080432	2.60902410786912e-13	4.12747613864894e-10
ALDOA	FBP1	-0.542376950780312	4.72781065006256e-05	0.00105715850860763
RPIA	FBP1	-0.642641056422569	4.86434340363218e-07	2.91900964361837e-05
TKT	FBP1	-0.436542617046819	0.00152756032177681	0.0142572296699169
SQSTM1	TALDO1	0.404273709483794	0.00359398434200564	0.0264143239444967
NQO1	TALDO1	0.528163265306122	8.07582528092876e-05	0.00155330767105523
ATIC	TALDO1	0.400912364945978	0.00391060647523522	0.028184872181422
GPX4	TALDO1	0.579735894357743	1.02474412457809e-05	0.000319437478833998
GSS	TALDO1	0.384969987995198	0.00576999678530665	0.0376806394813421
GLRX3	TALDO1	0.40436974789916	0.00358527978739964	0.0263809889472848
GAPDH	TALDO1	0.377575030012005	0.00686771738468939	0.0429012000101821
ME1	TALDO1	0.468235294117647	0.000605459468261405	0.00702999544065719
PGD	TALDO1	0.519231692677071	0.000111706256894717	0.00201964912465648
G6PD	TALDO1	0.544009603841537	4.43890087762355e-05	0.00100678726715419
NUDT1	TALDO1	0.389195678271309	0.00521420666159189	0.0350270698031353
ALDOA	TALDO1	0.444129651860744	0.00123383851447856	0.0121995783119067
TKT	TALDO1	0.747515006002401	4.47276882198366e-10	1.53763230452335e-07
FBP1	TALDO1	-0.375078031212485	0.00727732342787579	0.044622967685657
HIF1A	RPE	0.521440576230492	0.000103180765968824	0.00189254460014702
NFE2L2	RPE	0.378343337334934	0.00674578812707027	0.0423485587977189
SQSTM1	RPE	0.452388955582233	0.00097242499454353	0.0100877137138876
PFKP	RPE	0.442881152460984	0.00127839679699715	0.0125421626843379
PKM	RPE	0.483025210084034	0.000380968339011467	0.00490991374595634
ATIC	RPE	0.463817527010804	0.000692545877802209	0.00775651383138474
GART	RPE	0.521632653061225	0.000102468257210386	0.00189254460014702
GCLM	RPE	0.41406962785114	0.00279621673829178	0.0221457565956325
GSR	RPE	0.563025210084034	2.07767200710585e-05	0.000541049730903942
GGT7	RPE	0.461896758703481	0.000733805613931882	0.00814652969291394
GSTO1	RPE	-0.557358943577431	2.6177866736754e-05	0.000659974265777608
MDH1	RPE	0.425210084033613	0.00208271138073779	0.0179067902409086
G6PD	RPE	0.409267707082833	0.00316524324661338	0.0240741096929922
PRPS2	RPE	0.454885954381753	0.000903823000192538	0.00961242343734182
ALDOA	RPE	0.377382953181273	0.0068984975547548	0.0430509788229668
RPIA	RPE	0.53344537815126	6.63726904486239e-05	0.00133335360367902
ATIC	TXNL1	0.43577430972389	0.00156052936713591	0.0144795158874429
TKT	TXNL1	0.400816326530612	0.00392000225062739	0.0282204485119114
RPE	TXNL1	0.400912364945978	0.00391060647523522	0.028184872181422
HIF1A	TXN2	-0.46890756302521	0.000593109472247555	0.00696325925859467
GPX4	TXN2	0.436350540216086	0.00153574382653554	0.0143124991668879
GLRX5	TXN2	0.369603841536615	0.00825022466428904	0.0488833536288587
PRPS1	TXN2	-0.420408163265306	0.00236757343932892	0.0196356549463609
SQSTM1	TXNDC9	0.438847539015606	0.00143234735078313	0.01354842157811
ATIC	TXNDC9	0.670492196878752	9.99157134806694e-08	8.31929782770626e-06
GART	TXNDC9	0.424921968787515	0.00209890276297875	0.0179970957779533
GCLM	TXNDC9	0.392076830732293	0.00486265006516695	0.0332298591926312
GLRX3	TXNDC9	0.42828331332533	0.00191678037334064	0.0167997038815784
G6PD	TXNDC9	0.428763505402161	0.0018919439227898	0.0166976584984851
ALDOB	TXNDC9	-0.424825930372149	0.00210432467090049	0.0180191698477109
RPIA	TXNDC9	0.42453781512605	0.00212066507780095	0.0181100790989534
TKT	TXNDC9	0.452100840336134	0.000980633625271121	0.0101562186263759
RPE	TXNDC9	0.511740696278511	0.000145631607931129	0.00245094897603241
TXNL1	TXNDC9	0.389195678271309	0.00521420666159189	0.0350270698031353
GPX4	PARK7	0.397551020408163	0.00425149859203544	0.0300597576429053
SQSTM1	PRDX1	0.41234093637455	0.00292443322105518	0.0227904106192576
NQO1	PRDX1	0.41234093637455	0.00292443322105518	0.0227904106192576
GPX4	PRDX1	0.423481392557023	0.00218154779776425	0.0184310206465316
GCLM	PRDX1	0.384873949579832	0.00578320733532167	0.0377279752762016
GLRX2	PRDX1	0.441056422569028	0.00134610805726831	0.0129063208884756
IDH3B	PRDX1	0.386794717887155	0.00552395325018029	0.0365262028914743
PGD	PRDX1	0.594333733493397	5.34907669536011e-06	0.000182967336909399
G6PD	PRDX1	0.381896758703481	0.00620604504673583	0.0397488391252473
TKT	PRDX1	0.672316926770708	8.95460119387792e-08	7.6432188444168e-06
TALDO1	PRDX1	0.566194477791116	1.82237513755013e-05	0.000501390863931182
PARK7	PRDX1	0.598943577430972	4.32732251365309e-06	0.000152129427035537
GLRX2	PRDX6	0.523457382953181	9.59201492716222e-05	0.00180113562193123
ACSS2	TXNDC12	-0.429915966386555	0.00183350010796923	0.0162498440941587
PFKP	TXNDC12	0.370948379351741	0.00800138349189061	0.0478570460649185
PKM	TXNDC12	0.536902761104442	5.82708808474219e-05	0.00119720173377431
CAT	TXNDC12	-0.483697478991597	0.000372843277198776	0.00483473823383986
MTHFS	TXNDC12	-0.468619447779112	0.000598374261300494	0.00698102313196305
ATIC	TXNDC12	0.576470588235294	1.18011179006672e-05	0.000359026317670298
GGCT	TXNDC12	0.423673469387755	0.00217036419256988	0.0183856286620913
GLRX3	TXNDC12	0.43750300120048	0.00148722315458105	0.0139424416625021
MTHFD1	TXNDC12	-0.484945978391357	0.000358168667084158	0.0046828333167532
ALDH3A2	TXNDC12	-0.376710684273709	0.00700717497133119	0.043471963939788
ALDH2	TXNDC12	-0.602593037214886	3.6501937046296e-06	0.000134293173040094
GAPDH	TXNDC12	0.464393757503001	0.000680581618838882	0.00770433002506699
ALDH5A1	TXNDC12	-0.495414165666267	0.000254225230083893	0.00370676787090064
ALDH6A1	TXNDC12	-0.441824729891957	0.00131721718413491	0.0127647019007745
ALDH9A1	TXNDC12	-0.375366146458583	0.00722900294397144	0.0444127481839333
ALDH1L1	TXNDC12	-0.384201680672269	0.00587642266913857	0.0381394898977527
ALDH7A1	TXNDC12	-0.438943577430972	0.00142849768987419	0.0135322356010836
PGD	TXNDC12	0.440864345738295	0.0013534186171329	0.0129567821622042
G6PD	TXNDC12	0.684801920768307	4.14302898654739e-08	4.09641991044873e-06
NUDT1	TXNDC12	0.540360144057623	5.10849347614695e-05	0.00111087789405697
ALDOB	TXNDC12	-0.434621848739496	0.00161117266744615	0.0147333824271665
ALDOA	TXNDC12	0.49781512605042	0.000234636229115903	0.00348539450198459
RPIA	TXNDC12	0.552845138055222	3.13747319902191e-05	0.000760686988636424
FBP1	TXNDC12	-0.448931572629052	0.00107511511696856	0.0109027699682325
TXNDC9	TXNDC12	0.494741896758704	0.00025997003729783	0.00373036370979743
PRDX1	TXNDC12	0.402737094837935	0.00373581022035729	0.0272039206840287
HMOX1	PRDX4	0.37344537815126	0.00755647420146222	0.0457145016700315
CAT	PRDX4	-0.407442977190876	0.00331635800483232	0.0248943220101767
GLRX	PRDX4	0.42703481392557	0.00198271682345008	0.0172107435648726
ALDH3A2	PRDX4	-0.478799519807923	0.000435814233917142	0.00542880407918834
ALDH2	PRDX4	-0.369315726290516	0.00830441144135197	0.0490820561282911
GAPDH	PRDX4	0.384969987995198	0.00576999678530665	0.0376806394813421
ALDH5A1	PRDX4	-0.4953181272509	0.000255038798951945	0.00371008165463887
LDHA	PRDX4	0.456902761104442	0.000851618328955972	0.00913396743327693
NNT	PRDX4	-0.387082833133253	0.00548595427650422	0.0363509095934227
IDH3G	PRDX4	0.398511404561825	0.00415153545757763	0.0295178835680351
G6PD	PRDX4	0.395438175270108	0.00447888685402686	0.0312485071800243
PCYOX1	PRDX4	-0.5384393757503	5.4969889400569e-05	0.00115564604693289
PGLS	PRDX4	0.368451380552221	0.00846882541925487	0.0496670317451759
PRPS1	PRDX4	0.38093637454982	0.00634807418073557	0.0404945699754987
TXNDC12	PRDX4	0.468043217286915	0.000609030335045002	0.00704560138969794
HIF1A	PRDX5	-0.444033613445378	0.00123721610986993	0.012209221235392
NFE2L2	PRDX5	-0.417238895558223	0.00257400680819719	0.0208024458266562
CAT	PRDX5	-0.542376950780312	4.72781065006256e-05	0.00105715850860763
ATIC	PRDX5	0.503481392557023	0.000193724210919122	0.00301200689605947
GPX4	PRDX5	0.648019207683073	3.62849816415434e-07	2.27337983987808e-05
GGCT	PRDX5	0.522689075630252	9.86291652498306e-05	0.00183566281676743
MTHFD1	PRDX5	-0.431260504201681	0.00176734954790136	0.0158410594038525
ALDH2	PRDX5	-0.384777911164466	0.00579644427910075	0.0377753855799687
GAPDH	PRDX5	0.572629051620648	1.39063537030193e-05	0.000409299563873052
ALDH5A1	PRDX5	-0.415702280912365	0.00267971304556713	0.0213567054815476
ALDH8A1	PRDX5	-0.44499399759904	0.0012038091063018	0.0119963842908312
ALDH6A1	PRDX5	-0.492148859543818	0.000283249041287181	0.0039730698136552
ALDH9A1	PRDX5	-0.528739495798319	7.90607999299198e-05	0.00153465258268875
H6PD	PRDX5	-0.42031212484994	0.00237360664946484	0.0196599252327402
IDH1	PRDX5	-0.401968787515006	0.00380855250487544	0.027606552406474
G6PD	PRDX5	0.452388955582233	0.00097242499454353	0.0100877137138876
NUDT1	PRDX5	0.574549819927971	1.28138726003257e-05	0.000384294719501712
PCYOX1	PRDX5	-0.443937575030012	0.0012406019681348	0.012209221235392
PGM1	PRDX5	-0.371524609843938	0.0078967453722405	0.0473206484048654
PGLS	PRDX5	0.610852340936375	2.46396524561376e-06	0.000101246571910675
ALDOA	PRDX5	0.508859543817527	0.000161007678626479	0.00263952484546207
TKT	PRDX5	0.416950780312125	0.00259354087302333	0.0209069129229192
FBP1	PRDX5	-0.405714285714286	0.00346535066850184	0.0257379566083095
TALDO1	PRDX5	0.480432172869148	0.000413830186493769	0.0052061976543391
TXN2	PRDX5	0.596158463385354	4.92050081613016e-06	0.000169222441111259
ACSS2	TXNDC17	-0.409747899159664	0.00312650021611449	0.0238943156613194
PKLR	TXNDC17	-0.436638655462185	0.00152348316808748	0.0142401794500112
CAT	TXNDC17	-0.667611044417767	1.18604847276771e-07	9.38164341959258e-06
PNPLA3	TXNDC17	-0.468139255702281	0.000607242537225439	0.00703778530322816
FASN	TXNDC17	-0.511548619447779	0.000146613456655897	0.00245441786698021
MTHFS	TXNDC17	-0.570420168067227	1.52686670265023e-05	0.000439182386107757
GPX4	TXNDC17	0.444321728691477	0.00122710804231052	0.0121520182969342
GCLC	TXNDC17	-0.40609843937575	0.00343174095232879	0.0256690978089085
GGCT	TXNDC17	0.434717887154862	0.00160689715162032	0.0147333824271665
MTHFD1	TXNDC17	-0.462376950780312	0.000723288605683159	0.00804388452858177
ALDH2	TXNDC17	-0.422232893157263	0.00225549591639607	0.018954552667934
GAPDH	TXNDC17	0.454117647058824	0.00092445373922434	0.0097336826319661
ALDH5A1	TXNDC17	-0.513469387755102	0.000137060890691654	0.00235685140298039
ALDH6A1	TXNDC17	-0.555246098439376	2.85029037705442e-05	0.00070455615257814
ALDH9A1	TXNDC17	-0.55390156062425	3.00798435173277e-05	0.000737772285959883
NNT	TXNDC17	-0.442400960384154	0.0012959138575579	0.0126551587818308
IDH3G	TXNDC17	0.489171668667467	0.000312296944728896	0.00425908419449236
G6PD	TXNDC17	0.569459783913565	1.5898529367453e-05	0.0004552302888563
NUDT1	TXNDC17	0.528739495798319	7.90607999299198e-05	0.00153465258268875
PCYOX1	TXNDC17	-0.596158463385354	4.92050081613016e-06	0.000169222441111259
PGM1	TXNDC17	-0.382088835534214	0.00617797401437459	0.0396493099015846
PGLS	TXNDC17	0.666170468187275	1.29131725312703e-07	9.90093536885242e-06
ALDOA	TXNDC17	0.535270108043217	6.19764731046857e-05	0.00124900357263201
FBP1	TXNDC17	-0.479471788715486	0.000426637281979225	0.00534606083240502
TALDO1	TXNDC17	0.376710684273709	0.00700717497133119	0.043471963939788
PARK7	TXNDC17	0.378535414165666	0.00671560175722608	0.0422428706955533
TXNDC12	TXNDC17	0.493013205282113	0.000275287387240475	0.0038711524143505
PRDX5	TXNDC17	0.606530612244898	3.03071143936684e-06	0.000116941109684838
NQO1	TXN	0.495798319327731	0.000250994457413167	0.00367660399655214
MTHFS	TXN	-0.418679471788716	0.00247827693829494	0.0203405142224778
ATIC	TXN	0.410996398559424	0.00302772023006304	0.0233082890703636
GPX4	TXN	0.621416566626651	1.4660108500486e-06	6.72240337616491e-05
GPX2	TXN	0.421944777911164	0.00227287334505988	0.0190752553415635
GPX1	TXN	0.459975990396158	0.000777262325044603	0.00852429114884272
GSS	TXN	0.383241296518607	0.00601186086336591	0.0388988297989565
NNT	TXN	-0.485906362545018	0.000347238466895217	0.0045969142646714
G6PD	TXN	0.412244897959184	0.00293170624782269	0.0228189878674317
NUDT1	TXN	0.406290516206483	0.00341504406864201	0.0255744365282446
PGLS	TXN	0.398703481392557	0.00413179244270578	0.0294105540803624
TKT	TXN	0.672220888355342	9.00656378366449e-08	7.6432188444168e-06
TALDO1	TXN	0.701224489795918	1.41640297268708e-08	1.79259960223277e-06
PARK7	TXN	0.416758703481393	0.00260663636865921	0.0209590787050514
PRDX1	TXN	0.539399759903962	5.29947743790338e-05	0.00112533869889438
PRDX5	TXN	0.565042016806723	1.91166012557531e-05	0.000519183917366548
TXNDC17	TXN	0.390060024009604	0.00510647696133781	0.0345232758668223
CAT	TXNL4A	-0.371812725090036	0.00784487275884405	0.0471437367691976
ATIC	TXNL4A	0.563505402160864	2.03698290017762e-05	0.000534855924992696
GGCT	TXNL4A	0.499159663865546	0.000224275201578639	0.00339001886937111
MTHFD1	TXNL4A	-0.453733493397359	0.000934926660496771	0.00981130332939232
ALDH2	TXNL4A	-0.411380552220888	0.00299788595630446	0.0231631530299079
ALDH9A1	TXNL4A	-0.424729891956783	0.00210975900971233	0.0180412905587292
G6PD	TXNL4A	0.471020408163265	0.000555758751864088	0.00659820146678415
NUDT1	TXNL4A	0.537382953181272	5.72203082669365e-05	0.00118718069086287
RPIA	TXNL4A	0.389771908763505	0.00514216842572113	0.0346904496779992
TXNL1	TXNL4A	0.602881152460984	3.60115999908928e-06	0.000133263979381503
TXNDC12	TXNL4A	0.415798319327731	0.00267299562340617	0.0213300331713925
PRDX5	TXNL4A	0.542472989195678	4.71034959654837e-05	0.00105715850860763
TXNDC17	TXNL4A	0.378535414165666	0.00671560175722608	0.0422428706955533
PFKL	TXNDC11	0.474477791116447	0.000499192679107807	0.00608649570981542
ACSS2	PRDX3	0.441632653061225	0.0013243874917912	0.0128145627646097
PKM	PRDX3	-0.374789915966387	0.00732592424877998	0.0448340895998837
CAT	PRDX3	0.547370948379352	3.89444580641829e-05	0.000909374651771769
MTHFS	PRDX3	0.399759903961585	0.00402467318155697	0.0287775501614605
GCLC	PRDX3	0.442785114045618	0.00128188318662237	0.0125568990788643
MTHFD1	PRDX3	0.465258103241297	0.000662983749017743	0.00753206672133622
GLUD1	PRDX3	0.389483793517407	0.00517807795532277	0.0348955029832614
ALDH3A2	PRDX3	0.564657863145258	1.94230639047888e-05	0.000523017652721291
ALDH2	PRDX3	0.498487394957983	0.000229402584563276	0.0034237253658406
GAPDH	PRDX3	-0.418103241296519	0.00251618375104101	0.020518570588386
ALDH5A1	PRDX3	0.484753901560624	0.000360391719737674	0.00470218309793814
ALDH8A1	PRDX3	0.381128451380552	0.00631944393853878	0.0403526147760579
ALDH6A1	PRDX3	0.521536614645858	0.000102823947840003	0.00189254460014702
ALDH9A1	PRDX3	0.49483793517407	0.000259142202035489	0.0037269360329104
ALDH7A1	PRDX3	0.45296518607443	0.000956192271444944	0.00995194850938093
ALDH1A1	PRDX3	0.393997599039616	0.0046399761017446	0.032089364777967
IDH1	PRDX3	0.373637454981993	0.00752315773518042	0.0456876604109613
G6PD	PRDX3	-0.368835534213685	0.00839540785623294	0.0493737369091469
NUDT1	PRDX3	-0.468523409363745	0.000600138524618821	0.00698102313196305
PCYOX1	PRDX3	0.485426170468187	0.000352665235338723	0.00463001163739302
PGM1	PRDX3	0.388715486194478	0.0052749112635424	0.0353972836433683
PGLS	PRDX3	-0.539591836734694	5.26076477647131e-05	0.00112087944462998
ALDOA	PRDX3	-0.40484993997599	0.00354203489137683	0.0261235393853527
TXNDC12	PRDX3	-0.372869147659064	0.00765719316674374	0.0462354182816358
PRDX5	PRDX3	-0.431932773109244	0.00173507767379677	0.0156181671689701
TXNDC17	PRDX3	-0.460264105642257	0.000770599802860872	0.00848061835218017
HIF1A	RRM1	0.433853541416567	0.00164574332916612	0.0149845522114578
PKM	RRM1	0.501464585834334	0.000207476110729576	0.00320221665535795
ATIC	RRM1	0.377094837935174	0.00694489276122567	0.0432126660698486
GART	RRM1	0.576182472989196	1.19481623859219e-05	0.000361760629560353
GPX7	RRM1	0.383817527010804	0.00593027504352106	0.0384495701592226
GPX3	RRM1	-0.466122448979592	0.000645796482360517	0.0073765345494176
GSR	RRM1	0.621896758703481	1.4311645020193e-06	6.69126214093495e-05
GLRX3	RRM1	0.396782713085234	0.0043329844252209	0.0305335472636947
GGT7	RRM1	0.541608643457383	4.86965202224354e-05	0.0010850407745337
GSTO1	RRM1	-0.52124849939976	0.00010389779757114	0.00189471257357398
GLRX	RRM1	-0.387178871548619	0.00547333880980583	0.0363434291589205
ALDH18A1	RRM1	0.417238895558223	0.00257400680819719	0.0208024458266562
ALDH1L1	RRM1	-0.374597839135654	0.00735848119946092	0.0449898251499408
G6PD	RRM1	0.436158463385354	0.00154396639491772	0.0143468712878698
NUDT1	RRM1	0.411476590636255	0.00299046807625825	0.0231340855581445
PRPS2	RRM1	0.380552220888355	0.00640567386071611	0.0407387981815191
RPIA	RRM1	0.515870348139256	0.000125919192300428	0.00218905672768436
RPE	RRM1	0.689891956782713	2.99294180550191e-08	3.21005690596883e-06
GPX4	PRDX2	0.420408163265306	0.00236757343932892	0.0196356549463609
GAPDH	PRDX2	0.462665066026411	0.000717043654365757	0.0079884722620185
IDH3G	PRDX2	0.486866746698679	0.000336611138787468	0.00451287136916758
GPI	PRDX2	0.454405762304922	0.000916668230524831	0.00968393416153778
PGLS	PRDX2	0.417238895558223	0.00257400680819719	0.0208024458266562
ALDOA	PRDX2	0.432220888355342	0.00172140820224098	0.0155581722611401
PRDX5	PRDX2	0.387466986794718	0.00543564438771771	0.0361690406787357
GLUD1	TXNRD2	0.390252100840336	0.00508280325215216	0.0344368083293564
ALDH4A1	TXNRD2	0.413397358943577	0.00284547579590533	0.022423624952041
MDH1	TXNRD2	-0.439423769507803	0.00140938753525344	0.0133712208741885
RPE	TXNRD2	-0.431260504201681	0.00176734954790136	0.0158410594038525
TXN2	TXNRD2	0.538535414165666	5.47693836736585e-05	0.0011552688662897
NFE2L2	TXNRD1	0.37344537815126	0.00755647420146222	0.0457145016700315
SQSTM1	TXNRD1	0.748091236494598	4.26466861824792e-10	1.53763230452335e-07
NQO1	TXNRD1	0.441536614645858	0.00132798570242665	0.0128297611068028
GCLC	TXNRD1	0.465834333733493	0.00065148047243202	0.0074280512244141
GCLM	TXNRD1	0.79937575030012	3.40127925824163e-12	2.41630064105417e-09
GSR	TXNRD1	0.468523409363745	0.000600138524618821	0.00698102313196305
GGT7	TXNRD1	0.440480192076831	0.00136814618220926	0.0130385979533437
OPLAH	TXNRD1	0.428667466986795	0.00189688819812317	0.0167179784369407
ALDH1A1	TXNRD1	0.438367346938775	0.00145173486203953	0.013690876612498
ME1	TXNRD1	0.530756302521008	7.3373537374577e-05	0.00144194951710038
IDH1	TXNRD1	0.426650660264106	0.00200340647131969	0.0173665152746726
PGD	TXNRD1	0.46391356542617	0.000690538787839312	0.00774774725079285
TKT	TXNRD1	0.652917166866747	2.76441673774386e-07	1.84139253857296e-05
TALDO1	TXNRD1	0.399759903961585	0.00402467318155697	0.0287775501614605
RPE	TXNRD1	0.478319327731092	0.000442478001509317	0.00547945360773181
TXNDC9	TXNRD1	0.393229291716687	0.00472794951938127	0.0325200701724399
PRDX1	TXNRD1	0.624009603841537	1.28680041200369e-06	6.16884318724191e-05
HIF1A	SOD3	0.411764705882353	0.00296831160523725	0.0229907904993162
PFKP	SOD3	0.586746698679472	7.52886749122439e-06	0.000243074864716673
PKM	SOD3	0.513373349339736	0.000137524701216529	0.00235841818237994
GCLC	SOD3	-0.44547418967587	0.00118741003094103	0.0118703486189492
PGM1	SOD3	-0.419351740696279	0.0024346923022871	0.0200347631844899
PGLS	SOD3	0.383337334933974	0.00599819562148096	0.0388501349976781
HMOX1	SOD2	0.578199279711885	1.09533810190854e-05	0.000336470849945497
HIF1A	SOD2	0.535750300120048	6.08647856119582e-05	0.00123843203650312
AMT	SOD2	-0.517983193277311	0.000116804808024895	0.0020704224795001
GPX2	SOD2	0.441344537815126	0.00133520832889289	0.0128560452822724
GSTM1	SOD2	-0.40572402710439	0.0034644948205802	0.0257379566083095
ME1	SOD2	0.36921968787515	0.0083225420710582	0.0490820561282911
HIF1A	SOD1	-0.430876350540216	0.00178602947841222	0.0159632691234358
PFKP	SOD1	-0.455750300120048	0.000881107911741008	0.00941832916469105
PKM	SOD1	-0.717166866746699	4.65375382674438e-09	8.18026505989956e-07
PKLR	SOD1	0.430396158463385	0.00180962631817261	0.0160833080637588
CAT	SOD1	0.571380552220888	1.46618983891678e-05	0.000427559875606699
GGH	SOD1	0.416182472989196	0.00264627467209855	0.0211969950949868
ATIC	SOD1	-0.421176470588235	0.00231979500174484	0.0193153457513702
GPX3	SOD1	0.377286914765906	0.00691393258191875	0.0431047934762383
GCLC	SOD1	0.46391356542617	0.000690538787839312	0.00774774725079285
GSR	SOD1	-0.453829531812725	0.00093229850334664	0.00979997496541119
GGCT	SOD1	-0.464297719087635	0.000682562655017982	0.0077129580017032
GLRX3	SOD1	-0.419735894357743	0.00241009289004923	0.0198840519012145
GSTO1	SOD1	0.650420168067227	3.17751843281755e-07	2.0729213033886e-05
GLRX5	SOD1	0.415798319327731	0.00267299562340617	0.0213300331713925
GSTK1	SOD1	0.408019207683073	0.00326796458027312	0.0247957792133912
GSTA1	SOD1	0.57109243697479	1.48415506728838e-05	0.000430813452559674
GSTA2	SOD1	0.485522208883553	0.000351573779060477	0.0046252783241054
MTHFD1	SOD1	0.667995198079232	1.15936520161952e-07	9.28666202006119e-06
ALDH18A1	SOD1	-0.58578631452581	7.85696041294415e-06	0.000252379926360967
ALDH3A2	SOD1	0.52374549819928	9.49219244921196e-05	0.00179303265130189
ALDH3A1	SOD1	0.52374549819928	9.49219244921196e-05	0.00179303265130189
ALDH2	SOD1	0.676926770708283	6.76601792370946e-08	6.20512484365702e-06
GAPDH	SOD1	-0.488211284513806	0.00032222752626776	0.00435695680816749
ALDH5A1	SOD1	0.632749099639856	8.2189388050935e-07	4.29830121972163e-05
ALDH6A1	SOD1	0.588187274909964	7.06042948594998e-06	0.000232699988474435
ALDH9A1	SOD1	0.450756302521008	0.0010197676856496	0.0104928291297409
ALDH1L1	SOD1	0.706506602641056	9.87553772091587e-09	1.42028187949899e-06
ALDH7A1	SOD1	0.66530612244898	1.35861065064802e-07	1.01144567027067e-05
ALDH1A1	SOD1	0.712076830732293	6.69335764591494e-09	1.11462018903552e-06
H6PD	SOD1	0.397647058823529	0.00424140806908069	0.030021957786513
PGD	SOD1	-0.388043217286915	0.00536093563147233	0.035747102925139
G6PD	SOD1	-0.546314525810324	4.05856054570553e-05	0.000937320114351261
NUDT1	SOD1	-0.475342136854742	0.000485888763769315	0.00593572219523596
PGM1	SOD1	0.407827130852341	0.00328402606454015	0.0248580346129307
GPI	SOD1	-0.410228091236495	0.00308817631084368	0.0236585710593448
ALDOB	SOD1	0.373733493397359	0.00750654737285572	0.0456744536302221
ALDOA	SOD1	-0.510876350540216	0.000150097623894396	0.00248643393718256
RPIA	SOD1	-0.544297719087635	4.389631901347e-05	0.000999193909054814
FBP1	SOD1	0.39390156062425	0.00465089371858052	0.0321297548593641
RPE	SOD1	-0.412052821128451	0.00294630025646114	0.0228763043225596
PRDX6	SOD1	0.469579831932773	0.000580986912130044	0.00684634111724193
TXNDC12	SOD1	-0.503481392557023	0.000193724210919122	0.00301200689605947
RRM1	SOD1	-0.490804321728691	0.000296049564843193	0.00407261227462549
PKM	SHMT1	-0.535654261704682	6.10856503509005e-05	0.00123894229301442
PKLR	SHMT1	0.405522208883553	0.00348226402542373	0.0258332552788762
CAT	SHMT1	0.48859543817527	0.000318221466759638	0.00432125631256436
MTHFS	SHMT1	0.600192076830732	4.08356243442043e-06	0.000145172938679845
ATIC	SHMT1	-0.611812725090036	2.35219344424387e-06	9.7925527073521e-05
GGCT	SHMT1	-0.418103241296519	0.00251618375104101	0.020518570588386
GGT1	SHMT1	-0.499543817527011	0.000221392235127071	0.00337052956623006
GLRX3	SHMT1	-0.37171668667467	0.00786213069751662	0.0472026214932497
GSTK1	SHMT1	0.393229291716687	0.00472794951938127	0.0325200701724399
GSTA2	SHMT1	0.423865546218487	0.00215923149425734	0.0183158403427084
MTHFD1	SHMT1	0.587899159663866	7.15190164046753e-06	0.000233284709179786
ALDH3A2	SHMT1	0.434045618247299	0.00163703928311087	0.0149267789387977
ALDH2	SHMT1	0.661464585834334	1.6993603990656e-07	1.25041309363803e-05
GAPDH	SHMT1	-0.482833133253301	0.000383319024972906	0.00491537667187473
ALDH5A1	SHMT1	0.441920768307323	0.00131364505057663	0.0127647019007745
ALDH8A1	SHMT1	0.458055222088836	0.000823017812408899	0.00888746880021078
ALDH6A1	SHMT1	0.64187274909964	5.07000022187398e-07	2.94339095449712e-05
ALDH9A1	SHMT1	0.609891956782713	2.58065379421524e-06	0.000104681905190987
ALDH1L1	SHMT1	0.396494597839136	0.00436389315558783	0.0306830176539553
ALDH7A1	SHMT1	0.436158463385354	0.00154396639491772	0.0143468712878698
NNT	SHMT1	0.385258103241297	0.00573052306034993	0.037577979197818
G6PD	SHMT1	-0.666074429771909	1.29863722442281e-07	9.90093536885242e-06
NUDT1	SHMT1	-0.520672268907563	0.000106076287814894	0.00192888146348462
PGM1	SHMT1	0.49906362545018	0.000225001252391888	0.00339001886937111
PGLS	SHMT1	-0.396014405762305	0.00441583780676047	0.0309450959481509
ALDOB	SHMT1	0.514237695078031	0.000133401435350677	0.00231277885725777
ALDOA	SHMT1	-0.530756302521008	7.3373537374577e-05	0.00144194951710038
RPIA	SHMT1	-0.520480192076831	0.00010681166980997	0.00193668838555154
TKT	SHMT1	-0.386890756302521	0.00551126145407022	0.0364804000851008
FBP1	SHMT1	0.466794717887155	0.000632707076687389	0.00726637092790889
TXNDC9	SHMT1	-0.435294117647059	0.0015814556947662	0.0145668873893457
TXNDC12	SHMT1	-0.488691476590636	0.00031722702869974	0.00431701642497195
PRDX5	SHMT1	-0.537575030012005	5.68049626361589e-05	0.00118634258601192
TXN	SHMT1	-0.497623049219688	0.000236151346653557	0.00349968553073468
TXNL4A	SHMT1	-0.523457382953181	9.59201492716222e-05	0.00180113562193123
PRDX3	SHMT1	0.459399759903962	0.00079074286637093	0.00864217764835103
SOD1	SHMT1	0.369411764705882	0.00828631503225319	0.0490512642882116
PNPLA3	GLDC	0.568307322929172	1.66859736463465e-05	0.000467207262097702
PCSK9	GLDC	0.435198079231693	0.00158567084548844	0.0145844841718762
FASN	GLDC	0.518175270108043	0.000116006838357219	0.00206786274119572
GPX7	GLDC	0.51875150060024	0.000113642690833693	0.00204880611850601
GPX2	GLDC	-0.430492196878752	0.00180488488320751	0.0160833080637588
GPX3	GLDC	-0.379783913565426	0.00652224036120597	0.0412727370057114
ALDH3A1	GLDC	-0.532196878751501	6.9543239434422e-05	0.00138386672685856
GPI	GLDC	0.471596638655462	0.000545947179455553	0.00653072542834544
